,message
52,100001100101011100100010000001110011011000110110100001101111011011110110110000100000011011010110000101110100011001010111001001101001011000010110110001110011001011100010000001001001011001100010000001111001011011110111010100100000011000110110111101110101011011000110010000100000011001000110111100100000011101000110100001101001011100110010000001100110011011110111001000100000011011010111100100100000011011110111011101101110001000000110011001100001011011010110100101101100011110010010000001101001011101000010000001110111011011110111010101101100011001000010000001100010011001010010000001100101011110000111010001110010011001010110110101100101011011000111100100100000011010000110010101101100011100000110011001110101011011000010111001001101011011110111010001101000011001010111001000100000011011010110010101101110011101000110100101101111011011100110010101100100001000000111010001101000011000010111010000100000011110010110111101110101001000000111001101100101011011100111010000100000011000010010000001001000011011110110011101110111011000010111001001110100011100110010000001110010011001010111000001110010011001010111001101100101011011100111010001100001011101000110100101110110011001010010000001110100011011110010000001001100011010010110110001111001001000000101000001101111011101000111010001100101011100100010000011111110011101000110100001100101011011100010000001001100011010010110110001111001001000000100010101110110011000010110111001110011001011100010000001101001011011100010000001101111011100100110010001100101011100100010000001110100011011110010000001100100011001010110110101101111011011100111001101110100011100100110000101110100011001010010000001110100011011110010000001101000011001010111001000100000011001100110000101101101011010010110110001111001001000000111010001101000011000010111010000100000011011010110000101100111011010010110001100100000011101110110000101110011001000000111001001100101011000010110110010001000001000000110000101101110011001001111111100100000010010010010000001110000011100100110010101110011011101010110110101100101100000000010000001101000011001010110110001110000001000000100110001101001011011000111100100100000011011110110001001110100011000010110100101101110001000000110
53,00110110100101101110011000110110010101110010011001010110110001111001000000010101
54,1010111001100100000010100000110111101110100011101000110010101110010001011010100010101110110011000010110111001110011001011010101011001100101011100100111001001100101011100110010111001001000011000010111001001110010011110010010000001001010011000010110110101100
55,0111011001100101011011000110111101110000011001010000001000100000011010010110111001110100011011110010000001110111011010000110100101100011011010001001010000100000011101010111001101101001011011100110011100100000011000010010000001110000011001010110111001101011011011100110100101100110011001010010010001110011001000000111010001101001011100000111101100100000011010000110010100100000011010010110110101110000011100100110010101110011011100110110010101100100001000000111010001101000011001010010000001101001011011100110100101110100011010010110000101101100011100110010000001001000001011100100101000101110010100000010111001000101001011100101011000101110001000000100100101100110001000000110100001100101001000000111011101100001011100110010000001100111011011110110100101101110011001110010000001110100011011110010000001100100011001010111001101100011011001010110111001100100001000000110100101101110011101000110111100100000011101000110100001101001011100110010000001101101011000010110010001101110011001010111001101110011010010110010000001101000011001010010000001110111011000010111001100100000011001110110111101101001011011100110011100100000011101000110111100100000011001000110111100100000011010010111010000100000011101110110100101110100011010000010000001110011011101000111100101101100011001010010111001001000011000010111001001110010011110010010000001100001011001000110010001100101011001000010000001110100011010000110010101101001011100100010000001100011011101010111001001110010011001010110111001110100001000000110000101100100011001000111001001100101011100110111001100111000001000000111010001101000011001010110111000100000011001100110111101101100011001000110010101100100001000000111010101110000001000000111010001101000011001010010000001101100011001010111010001110100011001010111001000100000011000010110111001100100001000000111000001110101011101000010000001101001011101000010000001101001011011100010000001100001011011100010000001100101011011100111011001100101011011000110111101110000011001011001001100100000011101110110100001101001011000110110100000100000011010000110010100100000011000010110010001100100011100100110010101110011011100110110010101100100001000000111010001101111001000000100100001101111011001110111011101100001011100100111010001110011001011100010000001000110011101010111001001110100011010000110010101110010001000000110001101101111011011100111001101101001011001000110010101110010011000010111010001101001011011110110111000100000011011000110010101100100001000000110100001101001011011010010000001110100011011110010000001101111011000100111010001100001011010010110111000100000011000010010000001100011011000010110111001100100011011000110010100100000011000010110111001100100001000000110010001110010011010010111000000100000011101110110000101111000001000000110111101101110011101000110111100100000011101000110100001100101001000000110011001101100011000010111000000100000011011110110011000100000011101000110100001100101001000000110010101101110
56,1011001101111011101010111001001101001011101000110010100100000011011010110010101100001011011000111001100100000011101000110111100100000011100110110100001101111011101110010000001101000011011110111011100100000011011000110111101110110011010010110111001100111001000000111001101101000011001010010000001110111011000010111001100101110001000000100100101110100001000000110010001101001011001000110111000100000011101000010000001101100011011110110111101101011001000000110110001101001011010110110010100100000011101000110100001100101011110010010000001110111011001010111001001100101001000000111010001100001011011000110101101101001011011100110011100100000011101000110111100100000011011110110111001100101001000000110000101101110011011110111010001101000011001010111001000100000011000010111010000100000011000010110110001101100001011100010000001000001011100110010000001110011011000110110000101110010011110010010000001100001011100110010000001100001011100100110011101110101011011010110010101101110011101000111001100100000011000110110111101110101011011000110010000100000011000100110010110001111001000000110111001101111011101000010000001100001011100100110011101110101011010010110111001100111001000000111011101100001011100110010000001110011011011110110110101100101011010000110111101110111001000000110110101110101011000110110100000100000011101110110111101110010011100110110010100101110010101000110100001100101011011100010000001101000011001010010000001101111011100000110010101101110011001010110010000100000011010000110100101110011001000000110010001101111011011110111001000100000011000010110111001100100001000000111011101100101011011100111010000100000011000100110000101100011011010110010000001100100011011110111011101101110011100110111010001100001011010010111001001110011001011100010000001001000011010010111001100100000011001100110000101110100011010000110010101110010001000000111011101100001011100110010000001110011011010010111010001110100011010010110111001100111001000000110100101101110001000000111010001101000011001010010000001101100011010010111011001101001011011100110011100101101011100100110111101101111011011010010000001100001011011100110010000100000011100100110010101100001011001000110100101101110011001110010000001100001001000000110001001101111011011110110101100100000011011110110011000100000011010000110100101100111011010000110010101110010001000000110110101100001011101000110100001110011001000000111010001101111001000000111001101101000011011110111011100100000011010000110111101110111001000000111001101101101011000010111001001110100001000000110100001100101001000000111011101100001011100111100111100100000011000010110111001100100001000000110100001101001011100110010000001101101011011110111010001101000011001010111001000100000011101110110000101110011001000000110100101101110001000000111010001101000011001010010000001101011011010010111010001100011011010000110010101101110001000000111000001110010011001010111000001100001011100100110100101101110011001110010000001101111011011100110010100100000011011110110011000100000011010000110100101110011001000000110011001100001011101000110100001100101011100101101011101110011001000000110011001100001011
57,000011110010111000001101111011101000110100001100101011100110110100101110011001011100010000001000001011000110110001101101111011100100110010001101001011011100110011100100000011101000110111100100000011110010110111101110101011100100010000001110100011010000110010101101111011100100111100100000010001000000110100001101111011101110010000001100100011011110010000001001001001000000111001101100101011011100110010000100000011000010110111000100000011011110111011101101100001000000111010001101111001000000100100001101111011001110111011101100001011100100111010001110011111011111011110110000010010011010111010101101101101111001111110100100000010010000110000101110010011100100111100100100000011100110110000101101001011001000010000001101001011011100111010001101111001000000111010001101000011001010010000001110101011011100110111001100101011100100111011001101001011011100110011100100000011100110110100101101100011001010110111001100011011001011111111100100000111101110100100110000000011011010010000001100111011011110110100101101110011001110010000001110100011011110010000001110100011001010111001101110100001000000111010001101000011001010010000001101
58,000000110000101110100001000000110100001101001011011010011011000100000011011000110111101101111011010110110100101101110011001110010000001110011011010000110111101100011011010110110010101100100001011100010000010111001010010010010000000101101001000000100100100100000011001000110111101101110111111100111010000100000011010110110111001101111011101110100000100100000010010010010000001110100011010000110100101101110011010110010000001111001011011110111010100100000011010100111010101110011011101000010000001101000011000010111011001100101001000000111010001101111001000000110111101110111011011100010000001100001001000000110110101100001011001110110100101100011001000000110111101110111011011000010111000000010010010000110100101110011001000000110110101101111011101000110100001100101011100100010000001110100011101010111001001101110011001010110010000100000011001100111001001101111011011010010000001110100011010000110010100100000011010110110100101110100011000110110100001100101011011100010000001110011011010010110111001101011001000000111010001101111001000000111001101110100011000010111001001100101001
59,0000011010010110111000100000010010000110000101110010011100100111100100100000011100110110010101100101011011010110010101100100001000000111011101101001011011000110110001101001011011100110011100100000011101000110111100100000011100110111010001101001011000110110101100100000011010010111010001110011001000000110111001100101011000110110101100100000011011110111010101110100001000000110010101110110011001010110111000100000011001100111010101110010011101000110100001100101011100100010111001010100011010000110000101110100001000000111001101101000011011110111010101101100011001001111111101110110011001010010000001110011011011110111010101101110011001000110010101100100001000000110100001101001011001110110100001101100011110010010000001110011011101010111001101110000011010010110001101101001011011110111010101110011111111110010000001101111011010000010000000100000011100110110111100100000011101000110100001100101011100100110010101111111011100110010000001101110011011110010000001110111011000010111100100100000011101000110111100100000011101000110010101110011011101000010000001111001011011110111010101110010001000000111010001101000011001010110111101110010011110010010000001110100011010000110010101101110001000100010000001100010011101010111010000100000011101000110100001100101001000000111000001100101011000110111010101101100011010010110000101110010001000000110001101100101011100100111010001100001011010010110111001110100011110010010
60,1101111011101000010000001101000011001010111001001100101001000000111001101101111011011010110010101101000011011110111011100100000000101000010000001001000011000010111001001110010011110010010000001110011011000010110100101100100000000010010000011011111011100110110111100100000010010010110001101101100011011000010000001101010011101010111001101110100001000000111011101100001011101100110010100100000011010010111010000100000011000010111001001101111011101010110111001100100001000000110111101110101011101000111001101101001011001000110010100100000011000010110111001100100001000000110001101100001011011000110110000100000100000000110110001100101011101000111010001100101011100100010000001100110011011110111001000100000010010000110111101100111011101110110000101110010011101000111001100100001100011010010000001100001011011100110010000100000011100110110010101100101001000000110100101100110001000000110000101101110001000000110111101110111011011000010000001110000011010010110001101101011011100110010000001101001011101000010000001110101011100000010111000100000010001000110000101100100111110110010000001100100011011110010000001111001011011110111010100100000011101110110000101101110011101000010000001110100011011110010000001100011011011110110110101100101001000000110000101101110011001000010000001110111011000010111010001100011011010001101111111111001111111100101011101100101011011000110110010000000001000000111010001101000011001010010000001101100011001010111010001110100011001010111001000100000011001110
61,100011010000110100101101110011001110010000001110100011010000110000101110100001000000110111101101110011011000111100100100000011100110111010001110101011100000110100101100100001000000111000001100101011011110111000001101100011001010010000001100010011001010110110001101001011001010111011001100101011001000010000001101001011011100001000000100000011010010110011000100000011010000110100101110011001000000110011001100001011101000110100001100101011100100010000001110111011001010110111001110100001000000111001101101111001000000110011001100001011100100010000001100001011100110010000001110100011011110010000001110100011001010111001101110100001000000111010001101000011001010010000001101000011110010111000001101111011101000110100001100101011100110110100101110011000111110010000001101111011100100010000001100101011101100110010101101110001000000111011101100001011101000110001101101000001000000110100101110100001000000110001001100101011010010110111001100111001000000111010001100101011100110111010001100101011001000111111100100000011101000110100001100001011101000010000001110111011011110111010101101100011001000010000001100110011001010110010101101100001000000110110001101001011010110110010100100000011000010111001101110011011011110110001101101001011000010111010001101001011011100110011100100000011010000110100101101101011100110110010101101100011001100010000001110111011010010111010001101000001000000111010001101000011000010111010000101110001011100010111001001000011010010111001100100000011001100110000101110100011010000110010101110010001000000111001101101000011011110110111101101011001000000110100001101001011100110010000001101000011001010110000101100100001000000110110101101001011011100111010101110100011001010110110001111001001000000110000101101110011001000010000001101011011001010111000001110100001000000110111101101110001000000111001001100101011000010110010001101001011011100110011100101110001000000100111101100110001000000110001101101111011101010111001001110011011001010000101100100000010010000110000101110010011100100111100100100000011101000110100001101111011101010110011101101000011101000010000001110100011011110010000001101000011010010110110101110011011001010110110001100110001011100010000001001101011000010110011101101001011000110010000001110111011000010111001100100000011000010010000001100100011010010111001101100111011100100110000101100011011001010110011001110101011011000010000001110
62,01100100001000000111001101101110011000010111010001100011011010000010000001110100011010000110010100100000011011000110010101110100011101000110010101110010011101100010000001101000011001010010000001110111011000010111001100100000011001110110111101101001011011100110011100100000011101000110111100100000011010000110000101110110011001010010000001110011011011110110110101100101001000000111010001110010011011110111010101100010011011000110010100100000011101000110010101101100011011000110100101101110011001110010000001000100011000010110010000100000011000010110001001101111011101010111010000100000011010010111010000101110010011110110111001101100011110010010000001100001011100110010000001001000011000010111001001110010011110010010000001110011011101000111010101101101011100000110010101100100001000000110111101110101011101000010000001110100011010000110010100100000011000100110000101100011011010110010000001100100011011110110111101110010111110110010000001101001011011100111010001101111001000000111010001101000011001010010000001100010011000010110001101101011001000000110011101100001011100100110010001100101011011100100110000100000011001000110100101100100001000000110100101110100001000000110111101100011011000110111010101110010001000000111010001101111001000000110100001101001011011010010000001110100011010000110000101110100001000000110100101100110001000000110000101101110001000000110111101110111011011000010000001100100011010010110010000100000011000110110111101101101011001010010000001100100011011110111011101101110001000000110000101101110
63,010110010101110011001000000110000100100000011011000110111101110100001000000110110101101111011100100110010100100000011010010110110101110000011011110111001001110100011000010110111001110100001000000111010001101000011000010110111000100000011101110110100001100001011101000010000001000100011000010110010000100000011101000110100001101001011011100110101101110011001011100100001001110101011101000010000000101101001000000111011101100101011011000110110000100000001011010010000001110100011010000110000101110100001000000110001101100001011011101111101101110100001000000111001001100101011000010110110001101100011110010010000001101000011000010111000001110000011001010110111010010110001000000110001101100001011011100010000001101001011101001110111100100000010011100110111100100000011011010110000101110100011101000110010101110010001000000111011101101000011000010111010000100000011011010111100100100000011000100111001001100001011010010110111000100000011100110110010101100101011011010111001100100000011101000110111100100000011000100110010101101100011010010110010101110110011001010010111000100000010010010110011000100000011000010110111000100000011011110111011101101100001000000111001001100101011000010110110001101100011110010010000001100011011011110110110101100101011100110010000001100100011011110111011101101110001000000110000101101110011001000010000001100111011100100110000101100010011100110010000001110100011010000110100101110011001000000110010101101110011101100110010101101100011011110111000001100101111111110010000001001001111111110110110100100000011001110110111101101001011011100110011100100000011101000110111100100000011010000110000101110110011001010010000001110111011011110111001001110010011010
64,000011001010010000001100001011010010111001000101110010010000110000101110010011100100111100100100000011101000110111101101111011010110010000001100001001000000110010001100101011001010111000000100000011000100111001001100101011000010111010001101000010111000010000001100001011011100110010000100000011100100110000101101001011100110110010101100100001000000111010001101000011001010010000001100101011011100111011001100101011011000110111101110000011001010010000001101001011011100111010001101111001000000111010001101
65,10111011101100101011001000010111001001000011001010010000001110011011101110110000101101100011011000110111
66,0001011011000110110001101001011011100110011100100000011011110111010101110100001000000100110001100101011101000111010001100101011100100010000001100110011011110111001000100000010010000110111101100111011101110110000101110010011101000111001100100001001000000111011101101000011010010110110001100101001000000110100001101111011011000110010001101001011011100110011100100000011000010110111000100000011001010110111001110110011001010110110001101111011100000110010100100000011010000110100101100111011010000010000001101001011011100010000001110100011010000110010100100000011000010110100101110010001000000110100101101110001000000111010001101000011001010010000001101101011010010110010001100100011011000110010100100000011011110110011000100000011110010110111101110101011100100010000001101111011101110110111000100000011000100110000101100011011010110010000001100111011000010111001001100100011001010110111000100000011101110110000101110011001011100010111000101110001000000110000101100011011101000111010101100001011011000110110001111001001000000111000001110010011001010111010001110100011110010010000001100101011011010110001001100001011100100111001001100001011100110111001101101001011011100110011100001101001000000110111001101111011101110010000001110100011010000110000101110100001000000110100001100101001000000111010001101000011011110111010101100111011010000111010000100000011000010110001001101111011101010111010000100000011010010111010000101110010000110110
67,100011010000110000101101110001000000100010001100001011001000010111000100000010010010010000001110111011010010110110001101100001000000111010101110011011001010010000001110100011010000110010100100000011100110110001101101001011001010110111001110100011010010110011001101001011000110010000001101101011001010111010001101000011011110110010000100000011001010111011001100101011011100010000001101001011001100010000001101001011101000010000001101101011000010110101101100101011100110010000001101101011001010010000001100110011001010110010101101100001000000111001101110100011101010111000001101001011001000010111001001110011011110010111000100000010010010100000001101101001000000110001001100101011101000111010001100101011100100010000001110
68,0000001101101011011110111001001100101001000000110111101100110001000000110000100100000011101110110100001101001011100110111000001100101011100100110010101100100001000000110001101110010011011110110000101101011001011100000010101001100011001010111010001110100011001010111001000100000001011011111110000100000010010000110000101110010011100100111100100100000011100110110000101101001011001001111110100100000011000100111010101110100001000000110100101110100001000000110000101100011011101000111010101100001011011000110110001111001001000000110001101100001011011010110010100100000011011110111010101110100001000000110000101110011001
69,011001010110110001100101011001000010000001101000011010010111001100100000011101110110100101101100011011000100000000100000011000010110111001100100001000000111001101101000011011110111010101110100011001010110010000100000011010010110111001110100011011110010000001110100011010000110010100100000011001010110110101110000011101000111100100100000011100110110101101111001111111110010000000000100010011000110010101110100011101000110010101110010001000000110011001101111011100100010000001001000011011110110011101110111011000010111001001110100011100110010000100100000010000110110000101101110001000000100100100100000011001110110010101110100001000000110000101101110001000000110111101110111011011001011011110001110010010000110000101110010011100100111100100100000011100110111010001100101
70,1101111111111001000000110000101110011011010110110010101100100001000000110000100100000011000100110010101101101011101010111001101100101011001000010000001110111011011110110110101100001011011101110110101110011001000000111011001101111011010010110001101100101011011110010000001101111011011100110010100100000011011110110011000100000011101000110100001100101001000000110111001100101011010010110011101101000011000100110111101110101011100100111001100101110001011100100100001100001011100100111001001111001111
71,11010000100000011101110110000101110011001000000110111101101110001000000110011001101001011100100110010100100000011000010110111001100100001000000110100001101001011001000010000001110100011010000110010100100000011001010110111001110110011001010110110001101111011100000110010100100000011000100110010101101000011010010110111001100100001000000110100001101001011100110010000001100010011000010110001101101011001000000110110001101001011010110110010100100000011010010111010000100000011101110110000101110011001000000110010001110010011101010110011100100000011011010110111101101110011001010111100100101110001000000100100001101001011100110010000001110111011010000110111101101100011001010010000001100110011000010110001101100101001000000111011101100001011100110010000001101000011011110111010000100000011101110110100101110100011010000010000001110011011010000110000101101101011001010010111001001000011000010111001001110010011110010010000001110000011101010110110001101100011001010110010000100000011001000110111101110111011011100010000001101000011010010111001100100000011010000110000101101110011001000010000001101100011010010110101101100101001000000110100101
72,11001000010000001101111011101010111010000100000011001100111001001101111011011010010000001100001011000100110111101110110011001010010000001110100011010000110010100100000011011100110010101101001011001110110100001100010011011110111010101110010011010010110111001100111001000000110011001100101011011100110001101100101110010110010000001100111011100100110100101111010011110100110110001100101011001000010000001100111011100100110010101111001001000000110100001100001011010010111001000100000011001010111001101100011011000010111000001101001011011100110011100100000011001100111001001101111011011010010000001101000011001010111001000100000011010000110000101101001011100100110111001100101011101000010111000100000010011010111001001110011001011100010000001000110011010010110011101100111110100000010000001110100011010000110010100100000011011110110001101100011011000010111001101101001011011110110111001100001011011000010000001100010011000010110001001111001011100110110100101110100011101000110010101110010001011100010000011111111010101110110100001100001011101000010000001100001011100100110010100100000011110010110111101110101001000000110010001101111011010010110111001100111000010000010000001001000011000010111001001110010011110011000000111011101010000010110111000100000011011110110110001100100001000000111011101101111011011010110000101101110001000000111001100100000011001100110000101100011011001010010000001110000011001010110010101110010011001010
73,111101110010011110010010000000101101110110110001001001001110011011110111010001101000011010010110111001100111111011111111111100100000010010000110000101110010011100100111100100100000011100110110000101101001011001000010000001101001011011100010000001100001001000000111001101110100011100100110000101101110011001110110110001100101011001000010000001110110011011110110100101100011011001010010111000100000110100100100101001110101011100110111010000100000001011010010000001110100011001010111001101110100011010010110111001100111001000000110000100100000011100100110010101100001011011000110110001111001001000000111001101101001011011000110110001111001001000000111010001101000011001010110
74,111011011010010000001001000011011110110011101110111011000010111001001110100011100111111111111001111110011110100010001101001011001000010000001111001011011110111010100100000011001110110010101110100001000000111100101101111011101010111001000100000011000010110001101100011011001010111000001110100011000010110111001100011011001010010000001101100011001010111010001110100011001010111001000100000011001100111001001101
75,001111001001000000110011001110010011011110111101001100101001000000110100101101110001000000111000001101100011000010110001101100101001011100100100001100001011100100111001
76,0011011000010110100101100100001000000110000100100000011011000110100101110100011101000110110001100101001000000111011101101000011010010110110001100101001000000110110001100001011101000110010101110010001011100010000000000001010010010010000001100111011011110111010000100000011000010010000001101100011001010111010001110100011001010111001000100000011001100111001001101111011011010010000001001000011011110110011101110111011000010111001001110100011100110010111000100000010101000110100001100101011110010010000001110011011000010111100100100000011101000110100001100101011110010010000001110111011000010110111001110100001000000110110101111001001000000110111101110111011011000010000001100010011110010010000001110100011010000110010100100000111010111011111101110011011101000010000001101111011001100010000001001010011101010110110001111001011111110010000001100010011101010111010000100000001011011000110011111011010110010110010101110011111101110100010000100000010010000110000101110010011100100111100100100110011100110010000001101100011010010111000001110011001000000111
77,1101101001011011100110010100100000011101110110100001100001011101000010000001110011011011110110110101100101011011110110111001100101001000000110110101110101011100110111010000100000011010000110000101110110011001010010000001100010011001010110010101101110001000000111010001101000011010010110111001101011011010010110111001100111111111010010000001110011011001010110111001100100011010010110111001100111001000000111100101101111011101010010000001101010011101010111001101110100001000000111010001101000011001010010000001110011011101000110000101101110011001000110000101110010011001000010000001101100011001010111010001110100011001010111001000101110111111110111101101000010011101010111010000100000011110010110111101110101001000000110010001101111011011101111101101110100001000000110100001100001011101100110010100100000011000010110111000100000011011110111011101101100001011100010000001010000011011110110111101110010001000000110010001100101011000010111001000100001001000000100100100100000011000110110000101101110101001110111010000100000011010010110110101100001011001
78,0000001101111011101100110010101110010001000000110100001101001011100110010000001100101011011100111011001100101011011000110111101110000011001010010111001000001001000000111011101110010011010010110111001101011011011000110010101100100001000000110000101110010011011010010000001110011011101000111001001100101011101000110001101101000011001010110010000100000011011110111010101110100001000000110111101110110011001010111001000100000011101000110100001100101001000000110011001100101011011100110001101100101000001000010000001100001011011100110010000100000011011110111000001100101011011100110010101100100001000000110000101101110001000000110010101111000011100000110010101100011011101000110000101101110011101000010000001101000011000010110111001100100001011100010000001001000011000010111001001100100011011000111100100100000011001010111011001100101011011100010000001110100011010000110100101101110011010110110100101101110011001110010000001100001011101000010000001110100011010000110100101110011001000000111000001101111011010010110111001110100110110000010000001001000011000010111001001110010011110010010000001100111011000010111011001100101001
79,0101011100100010111001011111110111010100101001110101011100110111010000100000011011000110010101100001011101100110010100100000011010010111010000100000011101000110111100100000011011010110010111111011001000000110010001100101011000010111001011111111101100010010000001110011011000010110100101100100001000000100110101110010011100110010111000100000010001100110100101100111011001110001000000100000010000000110000101101110011001000010000001101001011011100010000001100001001000000110101001101001011001100110011001111001001000000110111101110010001000000111010001110111011011110010000001001001111111100110110001101100001000000110100001100001011101100110010100100000011100110110111101101101011001010110111101101110011001010010000001101111011101100110
80,000100000011010000110010101110010001000000110011001100001011000110110010100100000011001000110100101110011011000010111000001110000011001010110000101110010011001010110010000100000011001100111001001101111011011010010000001101111011101100110010101110010001000000111010001101000011001010010000001100110011001010110111001100011011001010010111001000001011011100110010
81,000001110011011010010110110001100101011011100110001101100101001000000110100101101110001000000111010001101000011001010010000001100111011000010111001001100100011001010110111000101110010101000110100001100101011100100110010100100000011101110110000101110011001000000110000100100000011011000110111101101110011001110010
82,01001011000110110010100100000011100110110000101101001011001000001000000100000011000110110000101101100011011010110110001111001001000000110000101101110011001000010000001110001011101010110100101100101011101000110110001111001111100000010000010111111010101110110100001100001011101000010111011111110010101000110100001100101011011100010000001100001001000000110001001101111011110010100110001110011001000000111011001101111011
